Station,GPS Coordinate North,GPS Coordinate West,Parameter,Lab,Result,Unit,datetime
REEDBIRD AVE.,39.24449,-76.61429,pH,WQM Field,7.88,pH units,6/9/2009 13:47
REEDBIRD AVE.,39.24449,-76.61429,Water Temperature,WQM Field,25.64,degrees Celsius,6/9/2009 13:47
WATERVIEW AVE.,39.258,-76.63258,Chlorine_Spec,WQM Field,0.01,mg/L,6/9/2009 14:18
WATERVIEW AVE.,39.258,-76.63258,Conductivity,WQM Field,943,umhos,6/9/2009 14:18
WATERVIEW AVE.,39.258,-76.63258,Dissolved Oxygen,WQM Field,7.08,mg/L,6/9/2009 14:18
WATERVIEW AVE.,39.258,-76.63258,Hach Ammonia-Nitrogen,WQM Field,0.34,mg/L,6/9/2009 14:18
WATERVIEW AVE.,39.258,-76.63258,pH,WQM Field,7.27,pH units,6/9/2009 14:18
WATERVIEW AVE.,39.258,-76.63258,Water Temperature,WQM Field,21.74,degrees Celsius,6/9/2009 14:18
WARNER & ALLUVION,39.27412,-76.62541,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 14:54
WARNER & ALLUVION,39.27412,-76.62541,Conductivity,WQM Field,764,umhos,6/9/2009 14:54
WARNER & ALLUVION,39.27412,-76.62541,Dissolved Oxygen,WQM Field,5.93,mg/L,6/9/2009 14:54
WARNER & ALLUVION,39.27412,-76.62541,Hach Ammonia-Nitrogen,WQM Field,0.32,mg/L,6/9/2009 14:54
WARNER & ALLUVION,39.27412,-76.62541,pH,WQM Field,7.28,pH units,6/9/2009 14:54
WARNER & ALLUVION,39.27412,-76.62541,Water Temperature,WQM Field,24.2,degrees Celsius,6/9/2009 14:54
CR @ THE ALAMEDA,39.35655,-76.59576,Chlorine_Spec,WQM Field,0.04,mg/L,6/11/2009 10:12
CR @ THE ALAMEDA,39.35655,-76.59576,Conductivity,WQM Field,433,umhos,6/11/2009 10:12
CR @ THE ALAMEDA,39.35655,-76.59576,Dissolved Oxygen,WQM Field,10.28,mg/L,6/11/2009 10:12
CR @ THE ALAMEDA,39.35655,-76.59576,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,6/11/2009 10:12
CR @ THE ALAMEDA,39.35655,-76.59576,pH,WQM Field,7.54,pH units,6/11/2009 10:12
CR @ THE ALAMEDA,39.35655,-76.59576,Water Temperature,WQM Field,19.65,degrees Celsius,6/11/2009 10:12
PERRING PKWY,39.35876,-76.57384,Chlorine_Spec,WQM Field,0.02,mg/L,6/11/2009 10:29
PERRING PKWY,39.35876,-76.57384,Conductivity,WQM Field,489,umhos,6/11/2009 10:29
PERRING PKWY,39.35876,-76.57384,Dissolved Oxygen,WQM Field,9.74,mg/L,6/11/2009 10:29
PERRING PKWY,39.35876,-76.57384,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,6/11/2009 10:29
PERRING PKWY,39.35876,-76.57384,pH,WQM Field,7.26,pH units,6/11/2009 10:29
PERRING PKWY,39.35876,-76.57384,Water Temperature,WQM Field,19.9,degrees Celsius,6/11/2009 10:29
MT. PLEASANT GC,39.35876,-76.57397,Chlorine_Spec,WQM Field,0.03,mg/L,6/11/2009 10:30
MT. PLEASANT GC,39.35876,-76.57397,Conductivity,WQM Field,556,umhos,6/11/2009 10:30
MT. PLEASANT GC,39.35876,-76.57397,Dissolved Oxygen,WQM Field,10.17,mg/L,6/11/2009 10:30
MT. PLEASANT GC,39.35876,-76.57397,Hach Ammonia-Nitrogen,WQM Field,0.06,mg/L,6/11/2009 10:30
MT. PLEASANT GC,39.35876,-76.57397,pH,WQM Field,7.21,pH units,6/11/2009 10:30
MT. PLEASANT GC,39.35876,-76.57397,Water Temperature,WQM Field,19.44,degrees Celsius,6/11/2009 10:30
CHINQUAPIN RUN,39.34882,-76.58508,Chlorine_Spec,WQM Field,0,mg/L,6/11/2009 10:44
CHINQUAPIN RUN,39.34882,-76.58508,Conductivity,WQM Field,452,umhos,6/11/2009 10:44
CHINQUAPIN RUN,39.34882,-76.58508,Dissolved Oxygen,WQM Field,9.88,mg/L,6/11/2009 10:44
CHINQUAPIN RUN,39.34882,-76.58508,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,6/11/2009 10:44
CHINQUAPIN RUN,39.34882,-76.58508,pH,WQM Field,7.61,pH units,6/11/2009 10:44
CHINQUAPIN RUN,39.34882,-76.58508,Water Temperature,WQM Field,19.79,degrees Celsius,6/11/2009 10:44
HARFORD RD.,39.33377,-76.57719,Chlorine_Spec,WQM Field,0.06,mg/L,6/11/2009 11:00
HARFORD RD.,39.33377,-76.57719,Conductivity,WQM Field,340,umhos,6/11/2009 11:00
HARFORD RD.,39.33377,-76.57719,Dissolved Oxygen,WQM Field,9.99,mg/L,6/11/2009 11:00
HARFORD RD.,39.33377,-76.57719,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,6/11/2009 11:00
HARFORD RD.,39.33377,-76.57719,pH,WQM Field,7.45,pH units,6/11/2009 11:00
HARFORD RD.,39.33377,-76.57719,Water Temperature,WQM Field,20.44,degrees Celsius,6/11/2009 11:00
TIFFANY RUN,39.33352,-76.57732,Chlorine_Spec,WQM Field,0.01,mg/L,6/11/2009 11:13
TIFFANY RUN,39.33352,-76.57732,Conductivity,WQM Field,317,umhos,6/11/2009 11:13
TIFFANY RUN,39.33352,-76.57732,Dissolved Oxygen,WQM Field,9.95,mg/L,6/11/2009 11:13
TIFFANY RUN,39.33352,-76.57732,Hach Ammonia-Nitrogen,WQM Field,0.1,mg/L,6/11/2009 11:13
TIFFANY RUN,39.33352,-76.57732,pH,WQM Field,7.49,pH units,6/11/2009 11:13
TIFFANY RUN,39.33352,-76.57732,Water Temperature,WQM Field,20.93,degrees Celsius,6/11/2009 11:13
BELAIR RD.,39.32637,-76.5677,Chlorine_Spec,WQM Field,0.04,mg/L,6/11/2009 11:23
BELAIR RD.,39.32637,-76.5677,Conductivity,WQM Field,340,umhos,6/11/2009 11:23
BELAIR RD.,39.32637,-76.5677,Dissolved Oxygen,WQM Field,9.9,mg/L,6/11/2009 11:23
BELAIR RD.,39.32637,-76.5677,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,6/11/2009 11:23
BELAIR RD.,39.32637,-76.5677,pH,WQM Field,7.36,pH units,6/11/2009 11:23
BELAIR RD.,39.32637,-76.5677,Water Temperature,WQM Field,20.79,degrees Celsius,6/11/2009 11:23
HAMILTON AVE.,39.33673,-76.53967,Chlorine_Spec,WQM Field,0.05,mg/L,6/11/2009 11:32
HAMILTON AVE.,39.33673,-76.53967,Conductivity,WQM Field,416,umhos,6/11/2009 11:32
HAMILTON AVE.,39.33673,-76.53967,Dissolved Oxygen,WQM Field,9.94,mg/L,6/11/2009 11:32
HAMILTON AVE.,39.33673,-76.53967,Hach Ammonia-Nitrogen,WQM Field,0.17,mg/L,6/11/2009 11:32
HAMILTON AVE.,39.33673,-76.53967,pH,WQM Field,7.31,pH units,6/11/2009 11:32
HAMILTON AVE.,39.33673,-76.53967,Water Temperature,WQM Field,19.09,degrees Celsius,6/11/2009 11:32
RADECKE AVE.,39.33036,-76.53478,Chlorine_Spec,WQM Field,0.03,mg/L,6/11/2009 11:38
RADECKE AVE.,39.33036,-76.53478,Conductivity,WQM Field,318,umhos,6/11/2009 11:38
RADECKE AVE.,39.33036,-76.53478,Dissolved Oxygen,WQM Field,10.04,mg/L,6/11/2009 11:38
RADECKE AVE.,39.33036,-76.53478,Hach Ammonia-Nitrogen,WQM Field,0.1,mg/L,6/11/2009 11:38
RADECKE AVE.,39.33036,-76.53478,pH,WQM Field,7.3,pH units,6/11/2009 11:38
RADECKE AVE.,39.33036,-76.53478,Water Temperature,WQM Field,19.65,degrees Celsius,6/11/2009 11:38
SINCLAIR LN.,39.31801,-76.55503,Chlorine_Spec,WQM Field,0.02,mg/L,6/11/2009 11:49
SINCLAIR LN.,39.31801,-76.55503,Conductivity,WQM Field,346,umhos,6/11/2009 11:49
SINCLAIR LN.,39.31801,-76.55503,Dissolved Oxygen,WQM Field,9.9,mg/L,6/11/2009 11:49
SINCLAIR LN.,39.31801,-76.55503,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,6/11/2009 11:49
SINCLAIR LN.,39.31801,-76.55503,pH,WQM Field,7.28,pH units,6/11/2009 11:49
SINCLAIR LN.,39.31801,-76.55503,Water Temperature,WQM Field,20.62,degrees Celsius,6/11/2009 11:49
WRIGHT AVE.,39.30784,-76.55666,Chlorine_Spec,WQM Field,0.07,mg/L,6/11/2009 11:56
WRIGHT AVE.,39.30784,-76.55666,Conductivity,WQM Field,457,umhos,6/11/2009 11:56
WRIGHT AVE.,39.30784,-76.55666,Dissolved Oxygen,WQM Field,9.09,mg/L,6/11/2009 11:56
WRIGHT AVE.,39.30784,-76.55666,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,6/11/2009 11:56
WRIGHT AVE.,39.30784,-76.55666,pH,WQM Field,7.17,pH units,6/11/2009 11:56
WRIGHT AVE.,39.30784,-76.55666,Water Temperature,WQM Field,19.6,degrees Celsius,6/11/2009 11:56
PULASKI HWY.,39.30539,-76.5386,Chlorine_Spec,WQM Field,0.02,mg/L,6/11/2009 12:06
PULASKI HWY.,39.30539,-76.5386,Conductivity,WQM Field,369,umhos,6/11/2009 12:06
PULASKI HWY.,39.30539,-76.5386,Dissolved Oxygen,WQM Field,9.47,mg/L,6/11/2009 12:06
PULASKI HWY.,39.30539,-76.5386,Hach Ammonia-Nitrogen,WQM Field,1.04,mg/L,6/11/2009 12:06
PULASKI HWY.,39.30539,-76.5386,pH,WQM Field,7.25,pH units,6/11/2009 12:06
PULASKI HWY.,39.30539,-76.5386,Water Temperature,WQM Field,20.89,degrees Celsius,6/11/2009 12:06
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Chlorine_Spec,WQM Field,0.01,mg/L,6/11/2009 12:12
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Conductivity,WQM Field,203,umhos,6/11/2009 12:12
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Dissolved Oxygen,WQM Field,9.37,mg/L,6/11/2009 12:12
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,6/11/2009 12:12
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,pH,WQM Field,7.35,pH units,6/11/2009 12:12
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Water Temperature,WQM Field,20.52,degrees Celsius,6/11/2009 12:12
BR @ MORAVIA RD.,39.31274,-76.54393,Chlorine_Spec,WQM Field,0.02,mg/L,6/11/2009 12:19
BR @ MORAVIA RD.,39.31274,-76.54393,Conductivity,WQM Field,242,umhos,6/11/2009 12:19
BR @ MORAVIA RD.,39.31274,-76.54393,Dissolved Oxygen,WQM Field,8.62,mg/L,6/11/2009 12:19
BR @ MORAVIA RD.,39.31274,-76.54393,Hach Ammonia-Nitrogen,WQM Field,0.13,mg/L,6/11/2009 12:19
BR @ MORAVIA RD.,39.31274,-76.54393,pH,WQM Field,7.04,pH units,6/11/2009 12:19
BR @ MORAVIA RD.,39.31274,-76.54393,Water Temperature,WQM Field,20.38,degrees Celsius,6/11/2009 12:19
WARNER & ALLUVION,39.27412,-76.62541,Chloride,WQM Lab,105,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Chlorine_Spec,WQM Field,0.08,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Chromium_Total,Martel,<2,ug/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,COD,BRWWTP Lab,9,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Conductivity,WQM Field,771,umhos,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Conductivity,WQM Lab,1283,umhos,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Copper_Total,Martel,13,ug/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Dissolved Oxygen,WQM Field,6.08,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Enterococcus,Martel,800,MPN/100ml,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Fluoride,WQM Lab,0.939,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Lead_Total,Martel,<2,ug/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Nitrate+Nitrite-Nitrogen,Martel,1.6,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,pH,WQM Field,7.7,pH units,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Suspended Solids,BRWWTP Lab,2.4,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,TKN,Martel,1,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Total Phosphorus,Martel,0.07,mg/L,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Water Temperature,WQM Field,22.54,degrees Celsius,6/15/2009 8:30
WARNER & ALLUVION,39.27412,-76.62541,Zinc_Total,Martel,32,ug/L,6/15/2009 8:30
WATERVIEW AVE.,39.258,-76.63258,Chloride,WQM Lab,117.5,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Chlorine_Spec,WQM Field,0,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Chromium_Total,Martel,20,ug/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,COD,BRWWTP Lab,22,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Conductivity,WQM Field,942,umhos,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Conductivity,WQM Lab,1580,umhos,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Copper_Total,Martel,6.7,ug/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Dissolved Oxygen,WQM Field,8.79,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Enterococcus,Martel,500,MPN/100ml,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Fluoride,WQM Lab,0.627,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Hach Ammonia-Nitrogen,WQM Field,0.62,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Lead_Total,Martel,<2,ug/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Nitrate+Nitrite-Nitrogen,Martel,1.3,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,pH,WQM Field,7.46,pH units,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Suspended Solids,BRWWTP Lab,4.8,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,TKN,Martel,1,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Total Phosphorus,Martel,0.04,mg/L,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Water Temperature,WQM Field,17.83,degrees Celsius,6/15/2009 8:45
WATERVIEW AVE.,39.258,-76.63258,Zinc_Total,Martel,56,ug/L,6/15/2009 8:45
REEDBIRD AVE.,39.24449,-76.61429,Chloride,WQM Lab,312.5,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Chlorine_Spec,WQM Field,0.12,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Chromium_Total,Martel,<2,ug/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,COD,BRWWTP Lab,31,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Conductivity,WQM Field,1480,umhos,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Conductivity,WQM Lab,2400,umhos,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Copper_Total,Martel,2.3,ug/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Dissolved Oxygen,WQM Field,7.69,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Enterococcus,Martel,50,MPN/100ml,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Fluoride,WQM Lab,0.134,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Hach Ammonia-Nitrogen,WQM Field,0.31,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Lead_Total,Martel,<2,ug/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Nitrate+Nitrite-Nitrogen,Martel,1.1,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,pH,WQM Field,7.74,pH units,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Suspended Solids,BRWWTP Lab,11,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,TKN,Martel,1.3,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Total Phosphorus,Martel,0.11,mg/L,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Water Temperature,WQM Field,25.01,degrees Celsius,6/15/2009 9:02
REEDBIRD AVE.,39.24449,-76.61429,Zinc_Total,Martel,22,ug/L,6/15/2009 9:02
LIGHT ST.,39.28343,-76.61182,Chloride,WQM Lab,2040,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Chlorine_Spec,WQM Field,0.11,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Chromium_Total,Martel,2.3,ug/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,COD,BRWWTP Lab,136,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Conductivity,WQM Field,7240,umhos,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Conductivity,WQM Lab,11580,umhos,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Copper_Total,Martel,7.2,ug/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Dissolved Oxygen,WQM Field,6.29,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Enterococcus,Martel,11,MPN/100ml,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Fluoride,WQM Lab,0.327,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Hach Ammonia-Nitrogen,WQM Field,0.28,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Lead_Total,Martel,<2,ug/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Nitrate+Nitrite-Nitrogen,Martel,0.46,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,pH,WQM Field,7.6,pH units,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Suspended Solids,BRWWTP Lab,6,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,TKN,Martel,1.8,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Total Phosphorus,Martel,0.06,mg/L,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Water Temperature,WQM Field,24.53,degrees Celsius,6/15/2009 9:23
LIGHT ST.,39.28343,-76.61182,Zinc_Total,Martel,32,ug/L,6/15/2009 9:23
CENTRAL & LANCASTER,39.28319,-76.59381,Chloride,WQM Lab,580,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0.09,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Chromium_Total,Martel,<2,ug/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,COD,BRWWTP Lab,105,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,2622,umhos,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Lab,4230,umhos,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Copper_Total,Martel,13,ug/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Dissolved Oxygen,WQM Field,5,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Enterococcus,Martel,170,MPN/100ml,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Fluoride,WQM Lab,0.77,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Hach Ammonia-Nitrogen,WQM Field,0.26,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Lead_Total,Martel,<2,ug/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Nitrate+Nitrite-Nitrogen,Martel,1.1,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,pH,WQM Field,7.69,pH units,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Suspended Solids,BRWWTP Lab,3.8,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,TKN,Martel,1.6,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Total Phosphorus,Martel,0.08,mg/L,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Water Temperature,WQM Field,22.96,degrees Celsius,6/15/2009 9:42
CENTRAL & LANCASTER,39.28319,-76.59381,Zinc_Total,Martel,22,ug/L,6/15/2009 9:42
LAKEWOOD AVE.,39.28022,-76.57992,Chloride,WQM Lab,200,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0.07,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Chromium_Total,Martel,<2,ug/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,COD,BRWWTP Lab,13,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,1047,umhos,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Lab,1772,umhos,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Copper_Total,Martel,10,ug/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,8.03,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Enterococcus,Martel,2300,MPN/100ml,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Fluoride,WQM Lab,0.718,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.46,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Lead_Total,Martel,<2,ug/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Nitrate+Nitrite-Nitrogen,Martel,4.3,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,7.78,pH units,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Suspended Solids,BRWWTP Lab,1.2,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,TKN,Martel,1.3,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Total Phosphorus,Martel,0.09,mg/L,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,18.73,degrees Celsius,6/15/2009 9:56
LAKEWOOD AVE.,39.28022,-76.57992,Zinc_Total,Martel,34,ug/L,6/15/2009 9:56
LINWOOD AVE.,39.27712,-76.57516,Chloride,WQM Lab,1155,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0.07,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Chromium_Total,Martel,3.6,ug/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,COD,BRWWTP Lab,85,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,5415,umhos,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Lab,8270,umhos,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Copper_Total,Martel,5,ug/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,9.04,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Enterococcus,Martel,3000,MPN/100ml,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Fluoride,WQM Lab,0.508,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,0.69,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Lead_Total,Martel,<2,ug/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Nitrate+Nitrite-Nitrogen,Martel,1.4,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,7.84,pH units,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Suspended Solids,BRWWTP Lab,9.4,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,TKN,Martel,2.4,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Total Phosphorus,Martel,0.15,mg/L,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,24.16,degrees Celsius,6/15/2009 10:05
LINWOOD AVE.,39.27712,-76.57516,Zinc_Total,Martel,34,ug/L,6/15/2009 10:05
JANEY RUN,39.26137,-76.55798,Chloride,WQM Lab,2140,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0.17,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Chromium_Total,Martel,2.2,ug/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,COD,BRWWTP Lab,138,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,8394,umhos,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Lab,13430,umhos,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Copper_Total,Martel,8.3,ug/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,9.26,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Enterococcus,Martel,<2,MPN/100ml,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Fluoride,WQM Lab,0.3,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.21,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Lead_Total,Martel,<2,ug/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Nitrate+Nitrite-Nitrogen,Martel,0.29,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,pH,WQM Field,8.34,pH units,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Suspended Solids,BRWWTP Lab,8,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,TKN,Martel,1,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Total Phosphorus,Martel,0.06,mg/L,6/15/2009 10:20
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,25.48,degrees Celsius,6/15/2009 10:20
