X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1423336.48372306,614315.410400137,185372,5165B,007,USE2014-02097,Y,2015/01/15 00:00:00+00,Jan 15 2015 12,VAC,SF,H,4,Woodbourne-McCabe,5165B007,612 MCCABE AVE
1423390.52757822,614285.964920983,185375,5165B,010,USE2017-52373,Y,2019/02/01 15:30:02+00,Feb  1 2019  3,7-03,1-09,H,4,Woodbourne-McCabe,5165B010,618 MCCABE AVE
1423434.84015363,614251.832115233,185377,5165B,012,USE2023-52904,Y,2023/08/22 00:00:00+00,Aug 22 2023 12,1-08,1-09,H,4,Woodbourne-McCabe,5165B012,622 MCCABE AVE
1430668.85094805,615767.774621397,185401,5387,281,USE2022-56709,Y,2023/06/13 00:00:00+00,Jun 13 2023 12,1-08,1-08,D,3,Loch Raven,5387 281,1708 SWANSEA ROAD
1430486.04685172,615634.578365475,185472,5387,354,USE2022-53814,Y,2022/09/01 00:00:00+00,Sep  1 2022 12,1-08,1-08,D,3,Loch Raven,5387 354,5419 HILLEN ROAD
1430521.23346114,615847.406351894,185479,5387,361,USE2019-50247,Y,2019/02/01 15:00:16+00,Feb  1 2019  3,1-08,1-08,D,3,Loch Raven,5387 361,5511 HILLEN ROAD
1440048.67273955,620098.308611229,185567,5475,011,USE2017-51889,Y,2017/12/07 09:30:02+00,Dec  7 2017  9,1-07,1-07,D,3,North Harford Road,5475 011,2922 ROSALIE AVE
1439949.12471031,620130.899425313,185569,5475,014,USE2017-54644,Y,2017/12/29 14:30:01+00,Dec 29 2017  2,1-05,1-05,D,3,North Harford Road,5475 014,2918 ROSALIE AVE
1433426.21584013,618609.947414726,185658,5288D,189,USE2015-00169,Y,2015/02/18 00:00:00+00,Feb 18 2015 12,SF,SF,D,3,Hamilton Hills,5288D189,2101 WESTFIELD AVE
1434020.36524239,618579.65384014,185676,5288D,209,USE2015-00033,Y,2015/05/01 00:00:00+00,May  1 2015 12,VAC,SF,D,3,Hamilton Hills,5288D209,2213 WESTFIELD AVE
1433338.64350872,618511.173005983,185730,5288D,265,USE2018-50841,Y,2018/03/19 15:30:02+00,Mar 19 2018  3,1-09,1-09,D,3,Hamilton Hills,5288D265,6321 PIONEER DR
1431023.24951747,615963.166619062,185774,5325,016,USE2023-51506,Y,2025/01/28 00:00:00+00,Jan 28 2025 12,1-08,1-08,D,4,Loch Raven,5325 016,1810 E BELVEDERE AVE
1440897.04341814,615600.641097397,185891,5641,009,USE2019-53629,Y,2019/08/12 16:00:14+00,Aug 12 2019  4,1-05,1-05,D,2,Westfield,5641 009,3514 ROYSTON AVE
1436393.82506239,610215.153180733,185927,5832D,001I,USE2017-01117,Y,2017/04/18 14:36:49+00,Apr 18 2017  2,2FD,2FD,D,3,Waltherson,5832D001I,4804 CROSSWOOD AVE
1436587.98543522,609762.905725643,186040,5832E,002A,USE2016-03398,Y,2017/02/06 16:23:09+00,Feb  6 2017  4,SF,SF,D,3,Waltherson,5832E002A,3706 SOUTHERN AVE
1442516.19405122,611131.968604311,186121,5748,023,USE2019-55984,Y,2019/12/06 12:00:42+00,Dec  6 2019 12,1-05,1-05,D,2,Cedmont,5748 023,4310 MARY AVE
1442594.91141348,611276.532947734,186130,5748,037,USE2019-51351,Y,2019/03/19 15:30:10+00,Mar 19 2019  3,1-05,1-05,D,2,Cedmont,5748 037,4313 GLENARM AVE
1441789.01768406,610950.515883222,186153,5749,029,USE2018-50555,Y,2018/02/12 15:00:00+00,Feb 12 2018  3,1-05,1-05,D,2,Cedmont,5749 029,4210 WHITE AVE
1432609.00815697,613218.566793308,186244,5387,536,BUSE-25-002292,Y,2025/05/28 00:00:00+00,May 28 2025 12,Single Family Dwelling,Single Family Dwelling,D,3,Lauraville,5387 536,4829 GILRAY DR
1431778.97897714,615789.192885637,186429,5288,129,USE2020-52066,Y,2020/06/08 00:00:00+00,Jun  8 2020 12,1-08,1-08,D,4,Loch Raven,5288 129,5722 MAPLEHILL ROAD
1440851.73182897,619761.091437891,186463,5542,041,USE2016-01849,Y,2016/06/20 00:00:00+00,Jun 20 2016 12,SF,SF,D,3,North Harford Road,5542 041,3102 ROSALIE AVE
1440981.27454889,619982.325247392,186481,5542,063,USE2022-52337,Y,2022/03/18 00:00:00+00,Mar 18 2022 12,1-05,1-05,D,3,North Harford Road,5542 063,7209 SHADOWLAWN AVE
1441213.77670856,619224.86416389,186511,5545,023,USE2023-50737,Y,2023/03/07 00:00:00+00,Mar  7 2023 12,1-05,1-05,D,3,North Harford Road,5545 023,3126 ORLANDO AVE
1441304.98682797,619183.87310414,186513,5545,025,USE2016-01467,Y,2016/04/22 00:00:00+00,Apr 22 2016 12,SF,SF,D,3,North Harford Road,5545 025,3130 ORLANDO AVE
1440741.64215414,619601.458883137,186530,5545,042,USE2018-51521,Y,2018/12/19 08:00:01+00,Dec 19 2018  8,1-05,1-05,D,3,North Harford Road,5545 042,3103 ROSALIE AVE
1430973.82441947,615773.941275731,186592,5387,109,USE2024-52979,Y,2024/06/25 00:00:00+00,Jun 25 2024 12,1-08,1-08,D,3,Loch Raven,5387 109,1819 E BELVEDERE AVE
1431163.05501214,615666.075021639,186602,5387,119,BUSE-26-001427,Y,2026/03/23 00:00:00+00,Mar 23 2026 12,Single Family Dwelling,Single Family Dwelling,D,3,Loch Raven,5387 119,1905 E BELVEDERE AVE
1431229.46596855,615628.37955898,186606,5387,123,USE2016-01004,Y,2016/06/16 00:00:00+00,Jun 16 2016 12,SF,SF,D,3,Loch Raven,5387 123,1913 E BELVEDERE AVE
1435830.33504763,618868.626359314,186687,5446,022,USE2017-52214,Y,2017/08/17 14:30:04+00,Aug 17 2017  2,1-05,1-05,D,3,Hamilton Hills,5446 022,6503 LAURELTON AVE
1435668.90525238,618514.010598734,186709,5447,028,USE2023-56221,Y,2024/01/08 00:00:00+00,Jan  8 2024 12,1-05,1-05,D,3,Hamilton Hills,5447 028,6407 LAURELTON AVE
1441491.90771396,616324.552707314,186731,5603H,066,USE2018-56090,Y,2018/12/10 16:00:05+00,Dec 10 2018  4,1-09,1-09,D,2,Rosemont East,5603H066,6516 BELLE VISTA AVE
1440613.69260688,612929.279642224,186808,5690,048,USE2018-54545,Y,2019/11/12 14:30:28+00,Nov 12 2019  2,7-03,1-05,D,2,Hamilton,5690 048,3714 MARY AVE
1440744.52699089,612756.057875812,186816,5690,056,USE2017-52181,Y,2017/10/05 13:00:00+00,Oct  5 2017  1,1-09,1-09,D,2,Hamilton,5690 056,3808 MARY AVE
1440887.98536539,612539.904108644,186825,5690,065,USE2021-51179,Y,2021/03/22 00:00:00+00,Mar 22 2021 12,1-09,1-09,D,2,Hamilton,5690 065,3826 MARY AVE
1440573.14970897,612359.728287891,186856,5691,001,USE2020-50520,Y,2020/02/11 00:00:00+00,Feb 11 2020 12,1-05,1-05,D,2,Hamilton,5691 001,3900 WHITE AVE
1440759.00301181,612107.322952807,186860,5691,007,USE2021-50346,Y,2022/04/12 00:00:00+00,Apr 12 2022 12,1-05,1-05,D,2,Hamilton,5691 007,3910 WHITE AVE
1440033.61929198,616722.941018149,186866,5612A,032,USE2016-03876,Y,2016/08/31 13:49:36+00,Aug 31 2016  1,VAC,SF,D,3,Westfield,5612A032,3109 PINEWOOD AVE
1439413.36922014,617920.045579314,186882,5613,007,BUSE-25-002316,Y,2025/06/04 00:00:00+00,Jun  4 2025 12,Dwelling: Detached,Dwelling: Detached,D,3,Westfield,5613 007,3019 E NORTHERN PKWY
1439876.80005181,617327.184560314,186947,5614,024,BUSE-26-001310,Y,2026/03/24 00:00:00+00,Mar 24 2026 12,Single Family Dwelling,Single Family Dwelling,D,3,Westfield,5614 024,3045 FLEETWOOD AVE
1443219.96560955,611255.951624066,186998,5733,001,USE2018-54121,Y,2018/09/06 13:08:12+00,Sep  6 2018  1,1-05,1-05,D,2,Cedmont,5733 001,5901 MARLUTH AVE
1443569.77363697,611200.242089808,187025,5733A,002,BUSE-26-001099,Y,2026/03/24 00:00:00+00,Mar 24 2026 12,Single Family Dwelling,Single Family Dwelling,D,2,Cedmont,5733A002,4602 GLENARM AVE
1443772.41594823,610788.804264396,187103,5733C,032,USE2022-54345,Y,2022/07/13 00:00:00+00,Jul 13 2022 12,1-05,1-05,D,2,Cedmont,5733C032,4618 MARY AVE
1444310.15240556,611927.387289062,187138,5727,016,USE2023-55321,Y,2023/10/24 00:00:00+00,Oct 24 2023 12,1-05,1-05,D,2,Cedmont,5727 016,4424 POWELL AVE
1443707.38819113,612308.042039558,187141,5728,002,USE2019-55893,Y,2020/01/02 00:00:00+00,Jan  2 2020 12,1-05,1-05,D,2,Cedmont,5728 002,4305 PARKMONT AVE
1443523.38560639,612241.331871137,187142,5728,003,USE2021-51652,Y,2021/05/11 00:00:00+00,May 11 2021 12,1-05,1-05,D,2,Cedmont,5728 003,4300 POWELL AVE
1443501.81150256,612393.14652814,187157,5729,019,BUSE-25-004680,Y,2025/11/05 00:00:00+00,Nov  5 2025 12,Single Family Dwelling,Dwelling: Detached,D,2,Cedmont,5729 019,4219 PARKMONT AVE
1443012.95224406,612390.895876482,187159,5729,023,USE2023-52824,Y,2023/11/28 00:00:00+00,Nov 28 2023 12,1-05,1-05,D,2,Cedmont,5729 023,4204 POWELL AVE
1443109.20828514,612363.793896556,187161,5729,027,USE2021-00019,Y,2021/01/05 00:00:00+00,Jan  5 2021 12,1-05,1-05,D,2,Cedmont,5729 027,4208 POWELL AVE
1443205.47351256,612336.693885148,187163,5729,031,USE2024-51909,Y,2024/04/24 00:00:00+00,Apr 24 2024 12,1-05,1-05,D,2,Cedmont,5729 031,4212 POWELL AVE
1442613.24471013,611901.485766053,187192,5730,027,USE2015-04172,Y,2015/10/20 00:00:00+00,Oct 20 2015 12,SF,SF,D,2,Cedmont,5730 027,5922 KAVON AVE
1442843.17896156,612166.485892221,187198,5730,034,USE2018-53884,Y,2018/09/06 14:30:03+00,Sep  6 2018  2,1-05,1-05,D,2,Cedmont,5730 034,5938 KAVON AVE
1442838.36302631,611690.665649638,187224,5731,033,USE2018-52860,Y,2018/05/31 14:30:02+00,May 31 2018  2,1-05,1-05,D,2,Cedmont,5731 033,5910 GREENHILL AVE
1442937.08789447,611803.40361315,187227,5731,039,USE2020-54645,Y,2021/06/16 00:00:00+00,Jun 16 2021 12,7-03,1-05,D,2,Cedmont,5731 039,5916 GREENHILL AVE
1443314.90767689,612170.798219562,187238,5731,057,USE2024-54382,Y,2024/08/21 00:00:00+00,Aug 21 2024 12,1-05,1-05,D,2,Cedmont,5731 057,4217 POWELL AVE
1443280.06686731,611724.635726064,187265,5732,038,USE2024-50433,Y,2024/02/07 00:00:00+00,Feb  7 2024 12,7-03,1-05,D,2,Cedmont,5732 038,5920 MARLUTH AVE
1428720.29480581,614811.707635894,187377,5267O,478,USE2019-53199,Y,2019/08/15 14:30:09+00,Aug 15 2019  2,1-08,1-08,D,3,Perring Loch,5267O478,1514 BURNWOOD ROAD
1429898.0581983,614736.14938806,187379,5267O,526,USE2020-52966,Y,2021/01/25 00:00:00+00,Jan 25 2021 12,1-08,1-08,D,3,Perring Loch,5267O526,1656 BURNWOOD ROAD
1427617.04045063,618158.763277724,187397,5237,186,USE2014-02677,Y,2015/01/05 00:00:00+00,Jan  5 2015 12,2FD,SF,F,4,Ramblewood,5237 186,1226 GLENHAVEN ROAD
1427348.38842888,618371.737917393,187410,5237,199,USE2016-04840,Y,2016/10/18 00:00:00+00,Oct 18 2016 12,SF,SF,F,4,Ramblewood,5237 199,1201 GLENEAGLE ROAD
1427578.09695897,618292.533351392,187422,5237,211,USE2016-05262,Y,2016/12/12 09:14:10+00,Dec 12 2016  9,SF,SF,F,4,Ramblewood,5237 211,1225 GLENEAGLE ROAD
1428242.74457981,617958.889005557,187499,5237,331,USE2020-54629,Y,2020/11/06 00:00:00+00,Nov  6 2020 12,1-08,1-08,D,4,Ramblewood,5237 331,5810 GLENKIRK CT
1435317.30949889,614520.634727225,187682,5394,001,USE2020-54765,Y,2021/06/10 00:00:00+00,Jun 10 2021 12,1-05,1-05,D,3,Hamilton Hills,5394 001,2709 GIBBONS AVE
1435343.00892255,614709.446685567,187713,5395,014,USE2023-54197,Y,2023/11/08 00:00:00+00,Nov  8 2023 12,1-05,1-05,D,3,Hamilton Hills,5395 014,2704 GIBBONS AVE
1435156.32097572,615438.964583471,187720,5396,001,BUSE-25-003641,Y,2025/08/08 00:00:00+00,Aug  8 2025 12,Daycare (Family),Daycare (Other),D,3,Hamilton Hills,5396 001,2517 HAMILTON AVE
1435376.78903872,615154.060625732,187743,5396A,002,USE2015-02327,Y,2015/11/06 00:00:00+00,Nov  6 2015 12,SF,SF,D,3,Hamilton Hills,5396A002,2605 HAMILTON AVE
1437082.93785739,613359.726287887,187807,5767B,001,USE2023-54844,Y,2023/09/28 00:00:00+00,Sep 28 2023 12,1-05,1-05,B,3,Hamilton,5767B001,3200 HAMILTON AVE
1436389.32703988,607121.620653898,187851,5864,037,USE2017-51585,Y,2017/08/04 15:00:04+00,Aug  4 2017  3,1-09,1-09,D,3,Waltherson,5864 037,4110 SAINT THOMAS AVE
1436313.71334597,606866.410862476,187873,5864,059,USE2019-53209,Y,2019/07/11 12:00:59+00,Jul 11 2019 12,1-09,1-09,D,3,Waltherson,5864 059,4604 BENTON HEIGHTS AVE
1436348.28086214,606738.641761065,187877,5864,063,USE2017-50096,Y,2018/03/26 15:00:02+00,Mar 26 2018  3,SF,SF,D,3,Waltherson,5864 063,4605 BENTON HEIGHTS AVE
1436458.19402814,606710.447591722,187889,5864,075,USE2015-04941,Y,2016/01/15 00:00:00+00,Jan 15 2016 12,VAC,SF,D,3,Waltherson,5864 075,4620 BELAIR ROAD
1406682.57510181,612106.500119805,187970,4793,004,USE2024-50969,Y,2024/03/13 00:00:00+00,Mar 13 2024 12,1-05,1-05,F,6,Cylburn,4793 004,2906 WOODLAND AVE
1406329.03939155,612207.437253892,187997,4793,018F,USE2024-50607,Y,2024/02/14 00:00:00+00,Feb 14 2024 12,1-05,1-05,F,6,Cylburn,4793 018F,2913 THORNDALE AVE
1406628.17002688,612215.988745973,188003,4793,018L,USE2022-52106,Y,2022/03/25 00:00:00+00,Mar 25 2022 12,1-05,1-05,F,6,Cylburn,4793 018L,2901 THORNDALE AVE
1407721.31744689,612772.841634899,188032,4798,039,USE2021-50663,Y,2021/12/08 00:00:00+00,Dec  8 2021 12,1-08,1-07,F,6,Cylburn,4798 039,2607 OAKLEY AVE
1407012.17483631,612349.160395637,188041,4798,018,USE2020-53666,Y,2020/08/21 00:00:00+00,Aug 21 2020 12,1-05,1-05,F,6,Cylburn,4798 018,4811 LAUREL AVE
1433478.63043347,594296.757196054,188191,6156,038,USE2018-50299,Y,2018/01/31 14:30:04+00,Jan 31 2018  2,1-08,1-08,I,1,Ellwood Park/Monument,6156 038,523 N EAST AVE
1433477.19867781,594330.377207562,188193,6156,040,USE2018-52448,Y,2018/06/27 15:00:06+00,Jun 27 2018  3,1-08,1-08,I,1,Ellwood Park/Monument,6156 040,527 N EAST AVE
1442785.53143905,616380.413159892,188202,5603F,022,USE2015-03285,Y,2015/12/14 00:00:00+00,Dec 14 2015 12,SF,SF,D,2,Rosemont East,5603F022,3609 E NORTHERN PKWY
1441999.2918698,616680.65402922,188268,5603G,047,USE2024-52326,Y,2024/06/11 00:00:00+00,Jun 11 2024 12,1-09,1-09,D,2,Rosemont East,5603G047,6609 HILLTOP AVE
1427069.04318705,615579.274998397,188346,5263,077,USE2019-54550,Y,2019/09/20 08:30:07+00,Sep 20 2019  8,1-08,1-08,F,4,Woodbourne Heights,5263 077,1227 COCHRAN AVE
1433724.24477164,613688.657388553,188479,5382,010,USE2021-51408,Y,2021/05/18 00:00:00+00,May 18 2021 12,1-05,1-05,D,3,Lauraville,5382 010,5012 CATALPHA ROAD
1433826.55329405,613312.578088224,188525,5383,024,USE2016-02920,Y,2016/08/16 11:52:54+00,Aug 16 2016 11,SF,SF,D,3,Lauraville,5383 024,5002 MORELLO ROAD
1434578.36839147,612776.1782424,188533,5384,005,USE2021-55092,Y,2022/05/16 00:00:00+00,May 16 2022 12,1-07,1-07,D,3,Lauraville,5384 005,2814 AILSA AVE
1434446.81156798,616156.105537638,188645,5408D,006,USE2016-01336,Y,2016/04/01 00:00:00+00,Apr  1 2016 12,SF,SF,D,3,Hamilton Hills,5408D006,5607 LAURELTON AVE
1434631.53527988,616397.500067979,188651,5408D,018,USE2016-00428,Y,2016/03/08 00:00:00+00,Mar  8 2016 12,SF,SF,D,3,Hamilton Hills,5408D018,5619 LAURELTON AVE
1434658.90431964,616226.548966303,188656,5408D,028,USE2019-55874,Y,2020/03/24 00:00:00+00,Mar 24 2020 12,1-05,1-05,D,3,Hamilton Hills,5408D028,5608 TRAMORE ROAD
1434464.42800255,616049.112313315,188663,5408D,042,USE2016-02181,Y,2016/06/08 00:00:00+00,Jun  8 2016 12,SF,SF,D,3,Hamilton Hills,5408D042,2304 EVERGREEN AVE
1441829.95329772,612404.356151387,188724,5695F,182,USE2019-50767,Y,2019/02/19 13:32:17+00,Feb 19 2019  1,1-08,1-08,F,2,Hamilton,5695F182,5944 GLENFALLS AVE
1441888.01223671,612609.203182638,188735,5695F,193,BUSE-25-004030,Y,2026/02/18 00:00:00+00,Feb 18 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,F,2,Hamilton,5695F193,5966 GLENFALLS AVE
1444915.53439689,614691.510697812,188820,5709,005,USE2020-52419,Y,2020/06/16 00:00:00+00,Jun 16 2020 12,1-05,1-05,D,2,Cedmont,5709 005,4205 KENWOOD AVE
1436428.17177847,611970.402951062,188900,5798,030A,USE2020-51817,Y,2020/04/27 00:00:00+00,Apr 27 2020 12,1-05,1-05,F,3,Waltherson,5798 030A,3310 RUECKERT AVE
1435680.46100356,612451.077514648,188918,5798,046,USE2017-01314,Y,2017/06/08 09:50:45+00,Jun  8 2017  9,2FD,SF,F,3,Waltherson,5798 046,3100 RUECKERT AVE
1435467.22094446,612682.903822646,188924,5798,054,USE2015-04156,Y,2016/06/20 00:00:00+00,Jun 20 2016 12,COM,SF,F,3,Waltherson,5798 054,5107 HARFORD ROAD
1435457.35974371,612365.289956555,188985,5804,026,USE2020-50486,Y,2020/03/17 00:00:00+00,Mar 17 2020 12,1-05,1-05,F,3,Waltherson,5804 026,3003 RUECKERT AVE
1435161.43809147,606114.063613892,188989,5898H,091,USE2017-52593,Y,2017/09/08 15:00:03+00,Sep  8 2017  3,1-08,1-08,H,3,Arcadia,5898H091,4100 EIERMAN AVE
1433976.63698339,594742.294034645,189018,6154,007B,USE2021-53518,Y,2021/10/18 00:00:00+00,Oct 18 2021 12,7-03,1-08,I,1,Ellwood Park/Monument,6154 007B,628 N HIGHLAND AVE
1433979.15502296,594697.051671058,189021,6154,008B,USE2023-56063,Y,2023/12/01 00:00:00+00,Dec  1 2023 12,1-08,1-08,I,1,Ellwood Park/Monument,6154 008B,622 N HIGHLAND AVE
1434387.2007948,608873.177846313,189028,5889,014,USE2024-54820,Y,2024/11/18 00:00:00+00,Nov 18 2024 12,1-05,1-05,B,3,Beverly Hills,5889 014,3204 MONTEBELLO TERR
1434246.89628538,604179.652784556,189060,5907,006,USE2021-54698,Y,2021/10/18 00:00:00+00,Oct 18 2021 12,1-08,1-08,H,13,Belair-Edison,5907 006,3711 BELAIR ROAD
1435723.43303047,604907.289124563,189098,5927,001,USE2024-55947,Y,2024/11/20 00:00:00+00,Nov 20 2024 12,1-07,1-07,F,2,Belair-Edison,5927 001,4301 SHAMROCK AVE
1423022.24977148,610119.267217651,189118,5211,051,USE2020-55300,Y,2020/12/14 00:00:00+00,Dec 14 2020 12,1-08,1-08,H,4,Wilson Park,5211 051,516 E 43RD ST
1437563.83322105,613296.010207981,189251,5767A,010,USE2024-54269,Y,2024/08/26 00:00:00+00,Aug 26 2024 12,1-05,1-05,B,3,Hamilton,5767A010,5516 SEFTON AVE
1423695.30748047,612142.919338316,189312,5217,027,USE2014-06173,Y,2015/01/13 00:00:00+00,Jan 13 2015 12,VAC,SF,H,4,Richnor Springs,5217 027,714 RICHWOOD AVE
1423754.68236172,612132.97513248,189315,5217,030,USE2023-51521,Y,2023/04/05 00:00:00+00,Apr  5 2023 12,1-08,1-08,H,4,Richnor Springs,5217 030,720 RICHWOOD AVE
1427638.88423897,617371.380994231,189370,5237,002R,USE2017-52781,Y,2018/07/27 15:00:01+00,Jul 27 2018  3,1-07,1-07,F,4,Ramblewood,5237 002R,1236 E BELVEDERE AVE
1428012.53506647,617755.136460304,189383,5237,012,USE2024-55542,Y,2024/11/06 00:00:00+00,Nov  6 2024 12,1-05,1-05,D,4,Ramblewood,5237 012,1300 RAMBLEWOOD ROAD
1428293.81895272,617723.310080394,189387,5237,016,USE2016-01844,Y,2016/05/03 00:00:00+00,May  3 2016 12,SF,SF,D,4,Ramblewood,5237 016,1308 RAMBLEWOOD ROAD
1430148.19483714,613789.903577149,189422,5387,837,USE2023-55229,Y,2023/10/18 00:00:00+00,Oct 18 2023 12,7-03,1-08,D,3,Perring Loch,5387 837,1714 INGRAM ROAD
1434368.27268305,615083.011555225,189523,5389,010,USE2021-51358,Y,2021/04/05 00:00:00+00,Apr  5 2021 12,1-05,1-05,D,3,Hamilton Hills,5389 010,5319 CATALPHA ROAD
1430760.50233956,616105.120731473,189529,5325B,012,USE2019-56182,Y,2021/04/08 00:00:00+00,Apr  8 2021 12,1-08,1-08,D,4,Loch Raven,5325B012,1722 E BELVEDERE AVE
1440620.48097914,617913.753925234,189661,5559,132,USE2018-54873,Y,2018/10/18 15:00:01+00,Oct 18 2018  3,1-09,1-09,D,3,North Harford Road,5559 132,3126 NORTHWAY DR
1441626.08854797,611573.909321472,189801,5695F,076,USE2020-53228,Y,2020/07/30 00:00:00+00,Jul 30 2020 12,1-08,1-08,F,2,Hamilton,5695F076,4126 MARY AVE
1441312.25223339,611584.117306307,189818,5695F,081A,USE2018-53240,Y,2018/08/10 14:00:08+00,Aug 10 2018  2,1-07,1-08,F,2,Hamilton,5695F081A,5815 BENTON HEIGHTS AVE
1441548.0289928,611467.255007222,189848,5695F,093,USE2024-55364,Y,2024/11/18 00:00:00+00,Nov 18 2024 12,1-08,1-08,F,2,Hamilton,5695F093,4129 MARY AVE
1442044.06015298,611965.984652817,189878,5695F,114,USE2016-02183,Y,2016/08/16 00:00:00+00,Aug 16 2016 12,SF,SF,F,2,Hamilton,5695F114,4113 CENTURY ROAD
1442030.56149231,611977.617175475,189879,5695F,115,USE2020-53281,Y,2022/07/27 00:00:00+00,Jul 27 2022 12,1-08,1-08,F,2,Hamilton,5695F115,4111 CENTURY ROAD
1428343.29621597,620474.126101062,189962,5210A,241,USE2023-55328,Y,2023/11/06 00:00:00+00,Nov  6 2023 12,7-03,1-08,D,4,Idlewood,5210A241,1286 CEDARCROFT ROAD
1427862.82900105,620911.91295515,189996,5210B,032,USE2018-55012,Y,2018/10/05 13:00:05+00,Oct  5 2018  1,1-08,1-08,D,4,Idlewood,5210B032,1267 WALKER AVE
1427950.03158255,620912.282705054,189999,5210B,035,USE2016-05028,Y,2017/08/08 09:37:26+00,Aug  8 2017  9,VAC,SF,D,4,Idlewood,5210B035,1273 WALKER AVE
1428312.25887647,620927.41161181,190014,5210B,050,USE2020-51927,Y,2020/05/27 00:00:00+00,May 27 2020 12,1-08,1-08,D,4,Idlewood,5210B050,1321 WALKER AVE
1434614.44968414,612477.619456306,190139,5366A,019,USE2017-52372,Y,2017/08/23 15:00:08+00,Aug 23 2017  3,1-05,1-05,D,3,Lauraville,5366A019,2817 AILSA AVE
1426482.60079038,601935.822626561,190195,4114A,021,USE2017-01205,Y,2017/06/22 10:06:24+00,Jun 22 2017 10,SF,SF,I,14,Coldstream Homestead Montebello,4114A021,2601 AISQUITH ST
1426492.01711014,601947.399703145,190196,4114A,022,USE2024-51578,Y,2024/04/30 00:00:00+00,Apr 30 2024 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A022,2603 AISQUITH ST
1426557.7499183,602029.21843715,190206,4114A,029,USE2024-53995,Y,2024/12/31 00:00:00+00,Dec 31 2024 12,7-03,1-08,I,14,Coldstream Homestead Montebello,4114A029,2617 AISQUITH ST
1426576.67376497,602052.780397892,190208,4114A,031,USE2014-06095,Y,2015/04/13 00:00:00+00,Apr 13 2015 12,VAC,SF,I,14,Coldstream Homestead Montebello,4114A031,2621 AISQUITH ST
1426623.49224089,602111.051278725,190213,4114A,036,USE2015-04632,Y,2015/11/20 00:00:00+00,Nov 20 2015 12,VAC,SF,I,14,Coldstream Homestead Montebello,4114A036,2631 AISQUITH ST
1426670.48033589,602169.52885206,190218,4114A,041,USE2018-54723,Y,2019/02/08 14:00:11+00,Feb  8 2019  2,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A041,2641 AISQUITH ST
1432613.65545739,603748.60804297,190219,4149G,024,USE2017-54504,Y,2018/04/20 15:30:07+00,Apr 20 2018  3,7-03,1-07,H,3,Belair-Edison,4149G024,3400 CARDENAS AVE
1426717.38280113,602227.916202471,190226,4114A,046,USE2019-55108,Y,2019/11/08 13:30:55+00,Nov  8 2019  1,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A046,2651 AISQUITH ST
1426727.71939464,602240.761977315,190227,4114A,047,USE2024-54398,Y,2024/09/05 00:00:00+00,Sep  5 2024 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A047,2653 AISQUITH ST
1426745.32369013,602311.912753642,190228,4114A,048,USE2022-55792,Y,2022/10/27 00:00:00+00,Oct 27 2022 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A048,1701 MONTPELIER ST
1426766.13992147,602294.765478224,190230,4114A,050,USE2023-55617,Y,2023/11/03 00:00:00+00,Nov  3 2023 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A050,1705 MONTPELIER ST
1426808.57586022,602260.542777643,190234,4114A,054,USE2024-53916,Y,2024/08/08 00:00:00+00,Aug  8 2024 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A054,1713 MONTPELIER ST
1426819.37012997,602251.840039149,190238,4114A,055,USE2021-52659,Y,2021/07/23 00:00:00+00,Jul 23 2021 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A055,1715 MONTPELIER ST
1426830.24313971,602243.072996303,190239,4114A,056,USE2022-53666,Y,2022/08/15 00:00:00+00,Aug 15 2022 12,1-08,1-08,I,14,Coldstream Homestead Montebello,4114A056,1717 MONTPELIER ST
1432822.12584098,604149.593789563,190253,4149G,058,USE2016-05536,Y,2017/02/10 11:00:56+00,Feb 10 2017 11,SF,SF,H,3,Belair-Edison,4149G058,2733 BRENDAN AVE
1431154.84275822,600635.790777817,190268,4178,015,USE2019-55372,Y,2019/11/01 15:30:10+00,Nov  1 2019  3,1-08,1-08,I,13,Four By Four,4178 015,3115 RAVENWOOD AVE
1428087.1051273,600135.00503397,190270,4158,014,USE2020-50530,Y,2020/02/05 00:00:00+00,Feb  5 2020 12,1-08,1-08,J,12,South Clifton Park,4158 014,2026 N WASHINGTON ST
1428082.75999163,600222.02159223,190276,4158,016D,USE2023-55061,Y,2023/12/04 00:00:00+00,Dec  4 2023 12,1-08,1-08,J,12,South Clifton Park,4158 016D,2038 N WASHINGTON ST
1431221.58934389,600636.725815311,190281,4178,020,USE2018-55174,Y,2019/06/17 14:30:06+00,Jun 17 2019  2,1-08,1-08,I,13,Four By Four,4178 020,3125 RAVENWOOD AVE
1439786.89570406,613227.714740887,190296,5687,019,USE2015-00314,Y,2015/02/04 00:00:00+00,Feb  4 2015 12,2FD,SF,D,2,Hamilton,5687 019,3606 WHITE AVE
